name,method,rank,dockq_native,fnat_native,plddt,iptm,plddt_CA,A_plddt_CA,B_plddt_CA,ptm,A_ptm,B_ptm,A_iptm,B_iptm,conserved_dockq,conserved_fnat,ppi_num,conserved_ppi_num,saltbridge_num,hbond_num,pication_num,pistack_num,halogen_bond_num,md_rmsd,md_rmsf,md_rmsf_top1,md_rmsf_top3,md_rmsf_top5,md_contact,md_contact_top1,md_contact_top3,md_contact_top5,len_peptide,dssp_H,dssp_E,dssp_C,concact_ratio,predicted_fnat_native
1t4f,chai1_with_msa,3,0.966664,1.0,95.400663,0.89791,97.594742,97.610227,97.443333,0.94780170917511,0.942726194858551,0.2629328966140747,0.1608940064907074,0.8979095816612244,0.974402,1.0,1,1,0,1,0,0,0,2.523472,1.3076824,0.803476,0.83653015,0.9169319,4.953889,11.894,10.058667,8.0734,9,5,0,4,0.888889,0.9919714
1t4f,chai1_with_msa,4,0.964318,1.0,95.396564,0.89833,97.585773,97.603182,97.415556,0.9478185176849364,0.942640781402588,0.2648710608482361,0.1618671417236328,0.8983300924301147,0.960179,0.975538,3,2,0,2,1,0,0,2.734467,1.5528219,0.827211,0.9643635,1.0972078,4.866667,11.249,9.882,7.8728,9,5,0,4,0.888889,0.96268654
1t5z,chai1_with_msa,0,0.842092,0.90625,94.683377,0.85025,97.109119,97.56844,86.67,0.9775500297546388,0.975204586982727,0.1974816024303436,0.116484947502613,0.8502501249313354,0.887014,0.926025,8,6,1,6,1,0,0,2.128816,0.91066515,0.509618,0.5572724,0.6306995,3.495364,9.445,7.203667,5.824,11,8,0,3,0.909091,0.92965555
1t5z,chai1_with_msa,1,0.945432,0.96875,94.679617,0.848667,97.116398,97.55136,87.230909,0.9776851534843444,0.975055694580078,0.2002790123224258,0.1167123243212699,0.8486668467521667,0.904729,0.899101,7,4,1,5,1,0,0,3.333923,0.8988472,0.546564,0.59596854,0.6389108,3.762273,10.132,7.919,6.5034,11,9,0,2,0.909091,0.9140476
1t5z,chai1_with_msa,2,0.96912,0.96875,94.656516,0.84861,97.100881,97.54996,86.894545,0.9778211116790771,0.9751757383346558,0.1987761855125427,0.1151196137070655,0.8486095070838928,0.896622,0.913584,6,3,2,4,0,0,0,2.39514,0.9054125,0.564542,0.6021659,0.6725735,4.068,9.328,7.682667,6.8736,11,7,0,4,0.909091,0.85542923
1t5z,chai1_with_msa,3,0.829311,0.875,94.646623,0.846948,97.087548,97.5478,86.627273,0.9775855541229248,0.9752789735794068,0.1973828673362732,0.1148392707109451,0.8469480276107788,0.874823,0.897616,7,5,1,5,1,0,0,2.8685,0.9147285,0.596886,0.6190893,0.6948969,3.581909,9.667,7.641,6.3066,11,7,0,4,0.818182,0.89126873
1t5z,chai1_with_msa,4,0.964997,0.96875,94.666964,0.848506,97.108889,97.55828,86.895455,0.9778504371643066,0.9752829670906068,0.197072684764862,0.1138887852430343,0.8485062122344971,0.906239,0.899064,4,3,1,3,0,0,0,2.256429,0.84185594,0.506129,0.5541219,0.621472,3.844,9.782,7.901667,6.572,11,8,0,3,0.909091,0.8678721
2b1n,chai1_with_msa,0,0.938395,0.928571,95.721685,0.812364,97.378578,97.443348,94.438,0.9772173166275024,0.9768847823143004,0.234712928533554,0.1679184883832931,0.8123635649681091,0.965273,0.927776,6,6,0,6,0,0,0,2.834678,0.9589673,0.796636,0.819562,0.9589674,8.1226,10.488,10.017667,8.1226,5,0,0,5,1.0,0.94707835
2b1n,chai1_with_msa,1,0.937256,0.964286,95.70947,0.81316,97.372371,97.439956,94.304,0.9773181676864624,0.9769914746284484,0.2338540703058242,0.1669061183929443,0.813160240650177,0.975512,0.962987,9,7,0,9,0,0,0,2.169698,1.3679855,1.117986,1.2201807,1.3679855,8.2034,11.459,10.086,8.2034,5,0,0,5,1.0,0.92200786
2b1n,chai1_with_msa,2,0.939711,0.928571,95.709001,0.811495,97.366724,97.433524,94.334,0.9772839546203612,0.9768952131271362,0.2341818660497665,0.1667885184288025,0.8114950060844421,0.976526,0.963526,7,5,0,6,1,0,0,1.859734,0.9824012,0.684884,0.78664255,0.98240125,8.826,11.645,10.608333,8.826,5,0,0,5,1.0,0.936988
2b1n,chai1_with_msa,3,0.933646,0.928571,95.723666,0.81662,97.388405,97.45304,94.454,0.9774231910705566,0.9770839214324952,0.2356223911046981,0.1685918867588043,0.8166204690933228,0.955178,0.891685,7,6,0,7,0,0,0,3.608448,1.6114552,1.266602,1.4040109,1.611455,7.088,11.188,9.128,7.088,5,0,0,5,1.0,0.9251356
2b1n,chai1_with_msa,4,0.931743,0.928571,95.68553,0.815603,97.35694,97.421145,94.442,0.9774138331413268,0.9770612716674804,0.2357618510723114,0.1693855673074722,0.815602719783783,0.969184,0.935642,5,5,0,5,0,0,0,3.797688,1.5534117,1.331245,1.443559,1.5534117,6.918,9.611,8.605667,6.918,5,0,0,5,1.0,0.9547998
2cnz,chai1_with_msa,0,0.645446,0.8125,80.667093,0.806287,83.806761,83.844878,83.56,0.8499346971511841,0.8423752784729004,0.1029111146926879,0.0922824591398239,0.8062871694564819,0.875395,0.904964,17,16,0,17,0,0,0,2.409644,0.9846298,0.57454,0.58300894,0.60125995,5.874263,13.734,12.39,10.6408,19,3,0,16,0.947368,0.8403882
2cnz,chai1_with_msa,1,0.66368,0.822917,80.347983,0.804305,83.514507,83.609837,82.897368,0.8485127091407776,0.8414143323898315,0.1024525538086891,0.0921385809779167,0.8043053150177002,0.86583,0.893974,22,21,0,22,0,0,0,2.102769,0.9164782,0.557181,0.5729576,0.5821333,6.078947,13.529,12.086,10.4674,19,3,0,16,0.947368,0.8438757
2cnz,chai1_with_msa,2,0.694706,0.833333,80.511165,0.805259,83.673944,83.746423,83.204737,0.8484055995941162,0.8410285711288452,0.1024326682090759,0.0918568968772888,0.8052592873573303,0.848936,0.893312,20,18,0,20,0,0,0,1.99175,1.096371,0.625145,0.63419086,0.6941913,5.938,13.521,11.872667,10.3382,19,0,0,19,0.947368,0.8466445
2cnz,chai1_with_msa,3,0.626521,0.791667,80.188144,0.804242,83.317183,83.280976,83.551579,0.846860945224762,0.8384703993797302,0.1027929410338401,0.0925605744123458,0.8042420148849487,0.824723,0.865617,19,17,0,19,0,0,0,2.557097,0.8516918,0.434428,0.4648602,0.49196482,5.782579,13.489,12.041667,10.2712,19,3,0,16,0.894737,0.77919614
2cnz,chai1_with_msa,4,0.667874,0.822917,80.331004,0.806389,83.471479,83.531138,83.085263,0.8483179807662964,0.8409115076065063,0.1024099215865135,0.0921157822012901,0.8063894510269165,0.878912,0.893727,20,18,0,20,0,0,0,1.989659,0.8962241,0.516791,0.52544814,0.54896605,6.400263,13.562,12.401,10.6832,19,3,0,16,0.894737,0.8352047
2f31,chai1_with_msa,0,0.897076,0.87931,93.45682,0.901879,96.337056,96.631842,92.9765,0.9657537937164308,0.963958978652954,0.4186077713966369,0.2819789946079254,0.901879072189331,0.964832,0.92896,7,7,1,6,0,0,0,2.333187,1.1708883,0.470949,0.5165704,0.56756467,3.78065,9.694,9.085333,7.9668,20,14,0,6,0.9,0.8960603
2f31,chai1_with_msa,1,0.915224,0.896552,93.423818,0.901782,96.304597,96.590263,93.048,0.9658270478248596,0.9640642404556274,0.4165423512458801,0.280333936214447,0.9017822742462158,0.969732,0.962383,7,7,1,6,0,0,0,2.722787,1.0430523,0.507978,0.54270256,0.59088576,3.78525,9.9,9.205,7.886,20,14,0,6,0.9,0.90343267
2f31,chai1_with_msa,2,0.904578,0.896552,93.442115,0.90011,96.334395,96.635614,92.9005,0.9661330580711364,0.9645208716392516,0.4173038601875305,0.2812966108322143,0.9001099467277527,0.983536,0.987339,8,7,1,7,0,0,0,1.90635,0.83148795,0.406599,0.43303433,0.46029323,3.736,9.791,9.187,7.8044,20,14,0,6,0.9,0.92953795
2f31,chai1_with_msa,3,0.922253,0.913793,93.426993,0.902347,96.313387,96.607061,92.9655,0.9654732942581176,0.9637434482574464,0.4180817008018493,0.2823399007320404,0.9023468494415284,0.982035,0.983029,7,7,1,6,0,0,0,2.061627,0.82547885,0.449928,0.48686066,0.50375146,3.7462,10.019,9.219333,7.904,20,14,0,6,0.95,0.92554283
2f31,chai1_with_msa,4,0.907095,0.896552,93.367441,0.902531,96.256452,96.546754,92.947,0.9656115770339966,0.963836133480072,0.417328417301178,0.2829567193984985,0.90253084897995,0.965549,0.929033,7,7,1,6,0,0,0,1.973489,0.8582004,0.421663,0.45742497,0.47804585,3.7941,9.71,9.199667,7.932,20,14,0,6,0.9,0.90313077
2hwl,chai1_with_msa,0,0.842669,0.873563,94.855082,0.956267,97.41446,97.823466,93.612222,0.9817874431610109,0.9812018871307372,0.7355403304100037,0.7370477318763733,0.956267237663269,0.980739,0.962257,13,10,4,9,0,0,0,2.508115,1.063276,0.362473,0.41375765,0.46673808,4.048667,9.525,9.254667,8.8574,27,11,0,16,0.888889,0.8835337
2hwl,chai1_with_msa,1,0.8363,0.850575,94.812831,0.955991,97.371799,97.788964,93.493704,0.9816057682037354,0.9810597896575928,0.7319968938827515,0.7338305711746216,0.9559913873672484,0.981906,0.968546,14,13,3,11,0,0,0,2.179056,1.1601864,0.364174,0.45888737,0.53745264,3.981519,9.623,9.342,9.0198,27,11,0,16,0.888889,0.9005296
2hwl,chai1_with_msa,2,0.834435,0.862069,94.819915,0.955614,97.376223,97.779363,93.628519,0.9815854430198668,0.980956494808197,0.735923171043396,0.7364127039909363,0.9556135535240172,0.983492,0.974875,14,13,3,11,0,0,0,2.191575,1.0069953,0.368914,0.41490886,0.4600355,3.96237,9.546,9.333667,9.0556,27,11,0,16,0.888889,0.90152466
2hwl,chai1_with_msa,3,0.842742,0.873563,94.796692,0.955731,97.34464,97.75745,93.507037,0.981550633907318,0.9810314178466796,0.7353839874267578,0.7358298301696777,0.9557313323020936,0.989764,0.990544,15,13,3,12,0,0,0,2.656276,1.1899248,0.362546,0.4340208,0.5523862,3.991333,10.502,9.29,8.9012,27,11,0,16,0.925926,0.91317725
2hwl,chai1_with_msa,4,0.852975,0.885057,94.831971,0.956087,97.402122,97.817689,93.538889,0.981637179851532,0.9811039566993712,0.7351751327514648,0.7348639965057373,0.9560867547988892,0.991491,0.996835,14,12,3,11,0,0,0,2.758012,1.0199523,0.346204,0.40993428,0.46577913,3.935815,9.529,9.351333,9.0532,27,12,0,15,0.888889,0.9165689
2np0,chai1_with_msa,0,0.012849,0.0,55.846504,0.176403,58.599271,59.686226,43.016667,0.402159571647644,0.4032418727874756,0.1179763078689575,0.0007350800442509,0.176403135061264,0.025263,0.0,12,0,1,11,0,0,0,3.991936,1.2438698,0.864368,0.9023879,0.92405957,5.788533,9.987,8.919667,8.1126,15,11,0,4,1.0,0.010575672
2np0,chai1_with_msa,1,0.006713,0.0,55.773944,0.169447,58.512201,59.517357,41.51,0.4059783816337585,0.4075783193111419,0.1192917674779892,0.0004178827512077,0.1694470643997192,0.02534,0.008475,1,0,0,1,0,0,0,5.413132,2.66336,2.125393,2.1705403,2.2806656,2.214267,7.724,5.883,5.0678,15,10,0,5,0.866667,-0.0038754458
2np0,chai1_with_msa,2,0.004706,0.0,55.545013,0.175862,58.26385,59.331852,41.589333,0.4044062197208404,0.4059181213378906,0.1183649897575378,0.0009927324717864,0.1758615672588348,0.021381,0.016129,9,0,1,7,1,0,0,3.354045,2.6830673,2.093478,2.1272743,2.2016988,4.6202,11.133,9.646,8.587,15,12,0,3,0.866667,0.0010442805
2np0,chai1_with_msa,3,0.017403,0.0,55.514312,0.173183,58.23434,59.184144,42.486,0.4060854315757751,0.4074296355247497,0.1178814321756362,0.0008729224209673,0.1731827855110168,0.020553,0.0,8,0,0,7,0,1,0,3.340393,2.7278838,2.1733,2.2241156,2.2500367,4.822933,9.411,8.81,8.2534,15,13,0,2,0.866667,-0.0058099115
2np0,chai1_with_msa,4,0.008567,0.0,55.658296,0.172956,58.425736,59.597147,42.503333,0.402665913105011,0.403882771730423,0.1183519586920738,0.0007889795815572,0.1729560941457748,0.021354,0.0,3,0,1,2,0,0,0,4.554872,2.2776551,1.556716,1.5966115,1.6701797,2.655133,7.067,6.119333,5.1726,15,13,0,2,0.8,0.008253373
2qos,chai1_with_msa,0,0.92956,0.943396,88.057112,0.422399,91.024511,92.742601,64.003636,0.944093644618988,0.9595187902450562,0.163230687379837,0.0197807922959327,0.4223991632461548,0.519608,0.372062,10,5,2,7,1,0,0,1.970647,1.1155323,0.608684,0.75535375,0.84558713,6.333364,11.225,10.426,9.6362,11,0,4,7,1.0,0.08512874
2qos,chai1_with_msa,1,0.361551,0.132075,88.985748,0.533765,91.922228,93.235549,71.267273,0.9502046704292296,0.9595082402229308,0.1632531583309173,0.0326480902731418,0.5337648391723633,0.6198,0.475397,10,6,1,9,0,0,0,2.260459,1.0652279,0.636219,0.6917054,0.763486,6.075182,11.676,9.823333,8.7976,11,3,4,4,1.0,0.2131238
2qos,chai1_with_msa,2,0.904285,0.849057,88.091957,0.420952,91.064402,92.763873,64.336364,0.9441698789596558,0.9596719741821288,0.164042592048645,0.0195183046162128,0.4209516942501068,0.52054,0.345277,10,4,2,8,0,0,0,1.582863,1.0275172,0.584791,0.65160656,0.7372943,6.8,12.371,11.42,10.2272,11,3,4,4,1.0,0.25201288
2qos,chai1_with_msa,3,0.361415,0.113208,88.979249,0.533161,91.910815,93.22659,71.217273,0.9500186443328856,0.9594160914421082,0.1641209721565246,0.0315712690353393,0.5331612825393677,0.589901,0.415662,10,4,2,8,0,0,0,1.969993,0.930686,0.551515,0.62968653,0.710518,6.307273,11.933,10.187667,9.1148,11,0,4,7,1.0,0.0890993
2qos,chai1_with_msa,4,0.385729,0.150943,88.929966,0.53865,91.871467,93.216416,70.719091,0.9504460096359252,0.959835410118103,0.163676232099533,0.0321904420852661,0.5386496782302856,0.607329,0.456761,10,4,0,10,0,0,0,4.227988,1.289722,0.789533,0.9152463,1.0220618,5.256455,10.344,8.565333,7.757,11,3,4,4,1.0,0.1321072
2v8x,chai1_with_msa,0,0.90943,0.952381,95.65011,0.916343,97.519538,97.458122,98.313571,0.9647507071495056,0.961384654045105,0.2530795335769653,0.2191776633262634,0.9163428544998168,0.974235,0.97561,7,7,1,5,0,1,0,2.792954,1.4384164,0.925531,1.0456876,1.0967824,4.263214,10.91,8.357333,7.1962,14,6,0,8,0.928571,0.9346365
2v8x,chai1_with_msa,1,0.904185,0.952381,95.698038,0.916727,97.562,97.503094,98.323571,0.9649695754051208,0.961607038974762,0.2528949081897735,0.2196397185325622,0.9167273044586182,0.978517,0.993902,7,6,1,5,0,1,0,2.42462,1.1995016,0.675014,0.7923512,0.84408253,4.171429,10.336,8.123667,7.153,14,6,0,8,0.928571,0.92982435
2v8x,chai1_with_msa,2,0.956849,0.952381,95.674733,0.916224,97.562462,97.504365,98.313571,0.9649107456207277,0.961551547050476,0.253254234790802,0.2187085747718811,0.916223645210266,0.989722,0.993902,9,7,1,6,1,1,0,2.150649,1.3707826,0.719911,0.76162386,0.87508583,4.233214,10.107,8.239,7.2806,14,6,0,8,0.928571,0.9529073
2v8x,chai1_with_msa,3,0.906905,0.952381,95.63141,0.915509,97.512051,97.449337,98.322857,0.96389901638031,0.9604747891426086,0.2530282735824585,0.2199939936399459,0.9155086278915404,0.977773,0.993902,7,6,1,5,0,1,0,2.367018,1.1435502,0.594145,0.7227524,0.77475685,4.343286,10.763,8.606333,7.4262,14,6,0,8,0.928571,0.9337932
2v8x,chai1_with_msa,4,0.906575,0.952381,95.696444,0.91664,97.581846,97.524641,98.321429,0.9649362564086914,0.9615657925605774,0.2533598244190216,0.2198273837566375,0.9166401028633118,0.980554,0.993902,7,7,1,5,0,1,0,2.342322,1.3156682,0.680159,0.765812,0.8609415,4.299,10.473,8.926,7.5018,14,6,0,8,0.928571,0.9372233
2xyi,chai1_with_msa,0,0.906138,0.87037,93.149041,0.79527,95.693511,96.194855,82.121429,0.9719089865684508,0.9689884185791016,0.1900595128536224,0.1303668320178985,0.7952699661254883,0.954318,0.933202,9,7,3,6,0,0,0,2.122423,1.0821892,0.700673,0.75707537,0.8059433,5.3315,14.193,10.119,9.075,14,9,0,5,0.857143,0.83057886
2xyi,chai1_with_msa,1,0.913447,0.925926,93.145389,0.798438,95.699593,96.183536,82.598571,0.9722501039505004,0.9692012071609496,0.1908344030380249,0.1317142099142074,0.7984379529953003,0.967879,0.975937,10,10,4,6,0,0,0,2.330332,0.8439514,0.571471,0.5871729,0.6048035,4.943214,13.645,9.524667,8.4118,14,9,0,5,0.857143,0.89009464
2xyi,chai1_with_msa,2,0.899366,0.925926,93.135114,0.795689,95.68229,96.188997,81.965,0.9725140929222108,0.9694886207580566,0.1905119717121124,0.1307669430971145,0.7956892251968384,0.965982,0.985479,11,9,3,8,0,0,0,1.905083,0.85708123,0.556635,0.6201969,0.6580435,5.102143,13.845,9.769667,8.6728,14,9,0,5,0.928571,0.9140157
2xyi,chai1_with_msa,3,0.903885,0.888889,93.205104,0.796384,95.747481,96.23533,82.540714,0.9721832275390624,0.9691197872161864,0.1906680911779403,0.1331072896718979,0.796384334564209,0.939629,0.942625,10,8,6,4,0,0,0,2.316857,0.92450136,0.628075,0.6678708,0.68255246,4.904,13.352,9.238667,8.1124,14,9,0,5,0.857143,0.84848785
2xyi,chai1_with_msa,4,0.897246,0.888889,93.133556,0.796892,95.683511,96.178285,82.289286,0.9723610877990724,0.9692878723144532,0.19080351293087,0.1320798248052597,0.7968922853469849,0.960748,0.942625,9,6,2,7,0,0,0,2.15986,0.8010536,0.535916,0.54931897,0.60136825,4.8215,13.282,9.157,8.044,14,10,0,4,0.928571,0.87274945
2z5n,chai1_with_msa,0,0.737903,0.809524,89.379837,0.665997,92.65938,93.135738,65.983333,0.8651198148727417,0.8651946783065796,0.065931424498558,0.0384427048265934,0.6659971475601196,0.809169,0.781974,18,15,2,16,0,0,0,3.000754,1.5249087,1.234028,1.2442969,1.2781891,6.854733,13.258,12.208667,10.9196,15,0,0,15,1.0,0.6782223
2z5n,chai1_with_msa,1,0.725245,0.68254,89.432117,0.654672,92.707158,93.166381,66.990667,0.8654003143310547,0.8651568293571472,0.0637287870049476,0.0376991145312786,0.6546719670295715,0.831398,0.802571,16,12,3,13,0,0,0,3.613104,1.7892988,1.487319,1.5772462,1.6202428,6.769333,13.118,11.962667,11.2064,15,0,0,15,1.0,0.68964565
2z5n,chai1_with_msa,2,0.718459,0.714286,89.407775,0.666432,92.680772,93.139702,66.980667,0.8653636574745178,0.8651086091995239,0.0645659118890762,0.0386841371655464,0.666431725025177,0.828493,0.757229,20,15,3,17,0,0,0,4.377432,1.6157298,1.331931,1.3592247,1.4006593,6.508467,13.437,12.336333,10.908,15,0,0,15,1.0,0.6801325
2z5n,chai1_with_msa,3,0.764316,0.777778,89.405624,0.660289,92.684152,93.14531,66.859333,0.8652024865150452,0.865249752998352,0.063938096165657,0.0385386981070041,0.66028892993927,0.842898,0.81226,21,15,1,20,0,0,0,3.830294,2.0457182,1.592837,1.6709863,1.7276137,6.197333,13.662,11.76,10.4114,15,0,0,15,1.0,0.73008907
2z5n,chai1_with_msa,4,0.696825,0.650794,89.514565,0.660646,92.791485,93.244488,67.423333,0.8665351867675781,0.8662737011909485,0.0656273290514946,0.0380094945430755,0.6606455445289612,0.829646,0.791154,19,13,3,16,0,0,0,2.579726,1.5740246,1.312219,1.317123,1.3599408,7.2468,13.196,11.783,11.0252,15,0,0,15,1.0,0.6708375
3ask,chai1_with_msa,0,0.18081,0.195122,79.778232,0.243212,82.46,84.069484,48.178,0.7568614482879639,0.773994505405426,0.0811221599578857,0.0153120914474129,0.24321249127388,0.231332,0.249342,10,3,3,5,2,0,0,4.572416,1.397327,1.079235,1.0991191,1.1491249,4.8587,9.667,8.132667,7.106,10,4,0,6,1.0,0.19000025
3ask,chai1_with_msa,1,0.380253,0.536585,80.363608,0.252257,83.128789,84.639343,50.954,0.755627453327179,0.7732934951782227,0.0843581110239029,0.0214387327432632,0.2522571980953216,0.340218,0.4247,13,5,3,10,0,0,0,3.334163,0.8815776,0.626791,0.6772286,0.74804723,7.1788,11.321,10.973667,10.084,10,0,0,10,1.0,0.22433123
3ask,chai1_with_msa,2,0.363093,0.560976,80.362856,0.246248,83.093274,84.613099,50.721,0.7570648789405823,0.7749930024147034,0.083327829837799,0.02226547524333,0.2462477535009384,0.371399,0.465234,11,7,1,9,1,0,0,4.225404,0.9335989,0.654362,0.7327063,0.79569405,6.2106,10.408,9.98,9.5136,10,6,0,4,1.0,0.2663552
3ask,chai1_with_msa,3,0.363004,0.560976,79.604381,0.237223,82.275336,83.76554,50.534,0.7554137110710144,0.772633969783783,0.0815976858139038,0.0215768013149499,0.2372232675552368,0.364412,0.465377,15,11,1,11,3,0,0,2.879053,1.1500595,0.764815,0.82294637,0.88462484,5.6838,10.824,10.127,9.3902,10,5,0,5,0.9,0.22084185
3ask,chai1_with_msa,4,0.231704,0.219512,80.293392,0.223977,83.06583,84.632723,49.691,0.7571457028388977,0.7754272222518921,0.079303540289402,0.0149713736027479,0.2239768803119659,0.243264,0.233584,15,2,1,13,1,0,0,5.373387,1.1824014,0.705388,0.78248405,0.855636,6.0319,13.335,10.891333,8.8426,10,0,0,10,0.9,0.06428048
3ayu,chai1_with_msa,0,0.975158,0.983333,97.726355,0.928821,98.465284,98.517831,97.593,0.9844911694526672,0.9834384322166444,0.1996589601039886,0.1988308876752853,0.9288206696510316,0.991431,0.987698,8,8,2,5,0,1,0,2.518336,0.7443673,0.458548,0.5213027,0.55221665,7.0858,12.63,10.254333,9.2174,10,0,0,10,1.0,0.9540976
3ayu,chai1_with_msa,1,0.976294,0.983333,97.725629,0.928317,98.470909,98.524277,97.585,0.984351396560669,0.983324408531189,0.1996373534202575,0.1992799937725067,0.9283173084259032,0.98836,0.979501,8,8,2,5,0,1,0,2.219864,1.0582435,0.718734,0.77985907,0.849206,6.8554,11.974,9.895667,9.0616,10,0,0,10,1.0,0.9553584
3ayu,chai1_with_msa,2,0.964145,0.95,97.706758,0.928881,98.450398,98.50253,97.585,0.9843864440917968,0.9833284616470336,0.200612872838974,0.199448212981224,0.9288809895515442,0.979344,0.95498,9,9,2,6,0,1,0,1.943673,0.87960374,0.61914,0.6468206,0.6895194,7.214,13.192,10.172667,9.1654,10,0,0,10,1.0,0.954082
3ayu,chai1_with_msa,3,0.97648,0.983333,97.716866,0.928556,98.456989,98.510361,97.571,0.9840867519378662,0.9829972982406616,0.1996283829212188,0.1986151933670044,0.928556501865387,0.990817,0.987698,10,9,2,7,0,1,0,2.592807,0.9330633,0.573509,0.607933,0.6712169,7.6041,15.4,10.857,9.4642,10,0,0,10,1.0,0.96757764
3ayu,chai1_with_msa,4,0.981695,1.0,97.730079,0.928075,98.478864,98.533253,97.576,0.9845260977745056,0.9834731221199036,0.1999739408493042,0.199572741985321,0.9280750155448914,0.986615,0.991803,10,9,2,7,0,1,0,2.067954,0.74557894,0.502907,0.54745215,0.592585,7.8401,14.905,10.906,9.725,10,0,0,10,1.0,0.96505284
3brh,chai1_with_msa,0,0.276649,0.333333,92.029996,0.381997,94.508614,95.372703,57.97,0.9597734212875366,0.9687397480010986,0.0992173105478286,0.0377021022140979,0.3819970190525055,0.39188,0.36532,8,4,0,8,0,0,0,2.985216,1.3492651,0.827943,0.9055148,1.042913,5.699143,9.724,8.631,7.1348,7,0,0,7,1.0,0.23443756
3brh,chai1_with_msa,1,0.641461,0.5,91.913107,0.303167,94.365578,95.340135,53.155714,0.9579497575759888,0.96851909160614,0.098853513598442,0.0239464100450277,0.3031670749187469,0.524832,0.457374,5,2,0,5,0,0,0,8.112915,1.5479387,0.893268,1.0603386,1.1821439,2.885429,4.3,4.092,3.4782,7,0,0,7,1.0,0.5602518
3brh,chai1_with_msa,2,0.644048,0.5,91.94081,0.30055,94.395974,95.359358,53.658571,0.9581537246704102,0.9687417149543762,0.0986502021551132,0.0238605123013257,0.3005500137805938,0.481,0.386834,5,0,1,4,0,0,0,4.67111,1.7058542,0.968261,1.2576258,1.3670323,4.760143,8.373,6.484333,5.5106,7,0,0,7,1.0,0.20720582
3brh,chai1_with_msa,3,0.653024,0.533333,91.916306,0.308826,94.363564,95.342365,52.974286,0.9582326412200928,0.9686781764030457,0.0982319787144661,0.0237352475523948,0.3088261485099792,0.53693,0.5029,9,3,2,7,0,0,0,6.741236,1.3498735,0.782118,0.8976457,1.0528319,5.074571,7.181,7.029667,6.2738,7,0,0,7,1.0,0.54558855
3brh,chai1_with_msa,4,0.268325,0.3,92.088867,0.346487,94.556535,95.435608,57.384286,0.9594305157661438,0.968842625617981,0.0981997698545456,0.0337104797363281,0.3464868664741516,0.386449,0.345534,13,4,0,13,0,0,0,4.488235,1.3028536,0.69215,0.83929795,0.9729495,4.482286,8.509,6.963,5.6642,7,0,0,7,1.0,0.33066046
3c3o,chai1_with_msa,0,0.909297,0.903226,92.432028,0.81618,94.870703,94.978459,91.911538,0.9619083404541016,0.963712215423584,0.1870514154434204,0.0974265933036804,0.8161803483963013,0.958613,0.952117,2,2,1,0,1,0,0,2.757729,0.984887,0.58443,0.640225,0.71270144,3.113154,8.329,7.347667,6.255,13,8,0,5,0.769231,0.9000385
3c3o,chai1_with_msa,1,0.928666,0.903226,92.510567,0.821451,94.941351,95.046415,92.056154,0.9621224403381348,0.9643476009368896,0.1860864907503128,0.0987434834241867,0.8214514255523682,0.974749,0.983871,3,3,1,1,1,0,0,2.574217,0.8094359,0.56245,0.5789415,0.633896,3.288462,8.854,7.287,6.1342,13,8,0,5,0.769231,0.9514053
3c3o,chai1_with_msa,2,0.928464,0.903226,92.489598,0.823718,94.921027,95.021905,92.150769,0.962097942829132,0.9642549753189088,0.187205508351326,0.0998451262712478,0.823717474937439,0.96012,0.952117,5,4,1,2,1,1,0,2.684108,0.77651346,0.494268,0.5146758,0.57997495,2.965615,8.817,7.427333,6.1694,13,8,0,5,0.769231,0.93800277
3c3o,chai1_with_msa,3,0.926787,0.903226,92.428058,0.822491,94.866243,94.968852,92.048462,0.9618628025054932,0.9642210006713868,0.1864849478006363,0.0990616828203201,0.8224913477897644,0.969505,0.967994,4,4,1,1,1,1,0,2.599972,0.89351904,0.571573,0.60251194,0.6724357,2.970231,8.285,7.238,6.0292,13,10,0,3,0.769231,0.9433621
3c3o,chai1_with_msa,4,0.912158,0.903226,92.481736,0.822576,94.919595,95.049244,91.359231,0.9622246026992798,0.964043915271759,0.1826540976762771,0.0971352607011795,0.8225761651992798,0.9322,0.919036,2,2,0,0,1,1,0,3.660873,0.96027464,0.602486,0.6637179,0.73181784,2.928538,7.939,7.063,5.6854,13,8,0,5,0.846154,0.9170164
3cvl,chai1_with_msa,0,0.882648,0.947368,92.142858,0.898301,94.499365,94.494218,94.802,0.9534292817115784,0.955496072769165,0.2445923388004303,0.1934924274682998,0.8983010053634644,0.943927,0.927846,8,7,1,7,0,0,0,1.803112,0.7283002,0.475024,0.62185395,0.72830015,10.194,17.19,13.088,10.194,5,0,0,5,1.0,0.9208348
3cvl,chai1_with_msa,1,0.910832,0.947368,92.058735,0.896037,94.424114,94.420748,94.622,0.9533501863479614,0.9554213285446168,0.2435596585273742,0.1925946176052093,0.896037220954895,0.972977,0.9518,9,9,1,8,0,0,0,1.410964,0.81407344,0.510453,0.6870678,0.81407356,10.1524,17.677,13.110333,10.1524,5,0,0,5,1.0,0.9296723
3cvl,chai1_with_msa,2,0.937692,0.973684,92.056671,0.8963,94.415652,94.411531,94.658,0.9522801637649536,0.9543221592903136,0.244531899690628,0.1928111314773559,0.8963001370429993,0.963916,0.946283,8,8,1,7,0,0,0,1.523359,0.9284072,0.526806,0.7387867,0.9284072,10.3642,17.927,13.165,10.3642,5,0,0,5,1.0,0.93218243
